Lien,Poste,Typedecontrat,Entreprise,Departement,Region,Salaire,Description,Unnamed: 0
https://fr.indeed.com/viewjob?jk=1e1a32ecdd155b32,Data Analyst H/F,CDI,Acii,37,Centre-Val-de-Loire,,"Dans le cadre d'un renforcement de l'équipe, nous recrutons pour l'un de nos clients basé à Tours, un Data Analyst H/F.
Vous travaillez au sein d'une équipe Scrum, en collaboration les équipes de développements.Votre profil :- Première expérience idéalement ciblée sur l'analyse de la donnée et de sa restitution.- Fort esprit d'analyse, de synthèse et compréhension des enjeux métiers.- Impliqué sur la rigueur des livrables et de leurs contenus.- Maîtrise des bases de données et des langages SQL- Maîtrise Outil SAS
Les responsabilités
Venir en appui des équipes en place pour traiter les demandes d'extraction de données et/ou d'évolutions de traitements existants formulées par les diverses directions métiers ;
Analyser la demande préalablement à son traitement ;
Développer Les requêtes en SQL et/ou via des programmes SAS ;
Concevoir les livrables qui sont destinés à toutes les fonctions de l'entreprise. Ils peuvent nécessiter la mise en œuvre de contrôles techniques et fonctionnels ainsi que des échanges avec les métiers.",72.0
https://fr.indeed.com/viewjob?jk=a17e6a7d7f9adb2e,Data Analyst F/H,CDI,AUDENSIEL ASSURANCES,0,Centre-Val-de-Loire,,"Data Analyst F/H
Ref. Apec : 167527641W
AUDENSIEL ASSURANCES
1
CDI
Tours - 37
Publiée le 25/01/2022
Actualisée le 25/01/2022
Salaire
33 - 42 k€ brut annuel
Prise de poste
Dès que possible
Expérience
Minimum 3 ans
Métier
Data analyst
Statut du poste
Cadre du secteur privé
Zone de déplacement
Pas de déplacement
Secteur d’activité du poste
INGÉNIERIE, ÉTUDES TECHNIQUES
Télétravail
Partiel possible

Descriptif du poste
Bonjour,
Nous sommes à la recherche d'un profil Data Analyst,
Localisation géographique : Tours
Périmètre fonctionnel : Assurance
Les compétences principales souhaitées:
SASTableau SoftwareÉchanges avec les directions concernées et les directions informatiqueExtractions sur diverses sourcesModifications des traitements existantsRecettesDocumentation, reportings
Attente : bon relationnel, exp service informatique
Démarrage : ASAP
Pour plus de renseignements, merci de me contacter : Meorini Evan, xxxxxxxxxxxxxx
Profil recherché
Les compétences principales souhaitées:
SASTableau SoftwareÉchanges avec les directions concernées et les directions informatiqueExtractions sur diverses sourcesModifications des traitements existantsRecettesDocumentation, reportings
Entreprise
Audensiel est un cabinet en transformation digitale, conseil métiers et conseil en technologies.
Audensiel accompagne ses clients de tout secteur d'activité en France et à l’international dans les domaines suivants :Digital : projets de transformation digitale, de la direction de projets en méthode Agile en passant par l’AMOA et le développement d’applications jusqu’à la recette/test.Conseil : conseil IT au sein des DSI et conseil métier au sein des directions fonctionnelles spécifiquement pour la Banque, l’Assurance et l’Industrie pharmaceutique.Data/IA : Architecture et développement de solutions Big Data, DevOps. Développement d’outils d’Intelligence Artificielle.Cybersécurité : audit et gestion de projets pour la défense et la sécurité de données.
Personne en charge du recrutement
Evan Meorini - Ingénieur d'affaires",73.0
https://fr.indeed.com/viewjob?jk=40cadbac129b1b48,Data Engineer/Architect,CDI,OPENSOURCING S.M,45,Centre-Val-de-Loire,,"Description de l'entreprise :
OpenSuccess recrute pour un grand constructeur automobile un Data Engineer pour continuer la transformation du Groupe.

Description du poste :
Vous serez intégré dans une équipe à taille humaine au sein de son CSP basé prés d'Orléans et vous collaborerez avec les équipes Data du groupe.

Responsabilités principales :
Formaliser la description des bases de données (modèle de données métier et définition dictionnaire) en appui du propriétaire de données (data owner)
Accompagner les projets dans la définition des besoins des collaborateurs métier sur la description et l'usage des données (concepts métiers, exigences métier, usages de la donnée, modèles de données ...)
Guider les projets dans le respect des normes et des standards s'appliquant à la description des données, notamment dans l'utilisation du dictionnaire de données
Rédiger et assurer la maintenance du dictionnaire de données et des modèles de bases de données en maintenant la cohérence entre la description métier et la description applicative des données
Construire et maintenir le pipeline de data et s'assure de l'optimisation des traitements
Être force de proposition, innovant et bienveillant

Description du profil :
Compétences :
Vous avez une appétence pour la Data : validation, transformation, analyse et valorisation
Vous êtes expert dans l'utilisation d'Excel utilisé pour la spécification technique + livraison des scripts jsonVous avez déjà pratiqué les services cloud (préférablement GCP)

Vous avez une expérience :
en requêtage SQL sur les gros volumes de données ; GCP - Bigquery : SQL interface web pour requêter et gérer les tables des Raw (données bruts) et de la Gold (DWH + Datamart)
en développement et orchestration de chaînes ETL complexes via Airflow ou Equivalent
déjà utilisé Confluence (Atlassian) pour la rédaction des spécifications fonctionnelles et techniques et Zeenea Studio pour documenter les structures de tables du Data Lake
Spotfire

Vous avez la capacité à échanger an anglais technique écrit et oral.
Vous êtes titulaire d'un BAC +5 ingénierie système d'information ou équivalent et avez une 1ère expérience dans le data.",74.0
https://fr.indeed.com/viewjob?jk=0fbf71247b1e52a5,Technicien Base de Données F/H,CDI,INFOPRO DIGITAL,45,Centre-Val-de-Loire,28950.0,"Description de vos missionsAu sein de notre entité automobile, vos missions seront de :Analyser les fichiers de données fournis par les équipementiers afin de les intégrer et de les associer à nos bases de données. Ces fichiers peuvent avoir des formes très différentes (Fichiers Excel, Fichiers texte, ….).Etre en capacité d’établir de nouveaux schémas de base de données à partir des fichiers reçus, schémas qui devront être mis en relation avec l’existant.Votre profilNous recherchons pour ce poste un profil intéressé(e) par le domaine automobile, et à l’aise avec l’utilisation d’Excel au quotidien.En savoir plus sur nousInfopro Digital est un groupe leader d’information et de services professionnels en Europe (3 600 collaborateurs dont 1 400 hors de France, chiffre d’affaires total de 440 millions d’euros, 20% de croissance annuelle).Nous couvrons plusieurs univers clés de l’économie : la distribution, le BTP, l’automobile, l’industrie, l’assurance et la finance, le secteur public.Infopro Digital a pour vocation d’offrir des services et des produits pluri médias (logiciels, salons, bases de données, sites web, formations, édition, événements…) à ces communautés professionnelles dans l’objectif de :Faire croître leur activité commerciale en générant de nouvelles opportunités d’affaires ;Leur permettre d’opérer plus rapidement et plus efficacement leurs métiers en leur donnant l’information et les outils nécessaires.La stratégie du Groupe est orientée vers le développement de marques fortes, l’innovation et la transformation digitale.Infopro Digital est engagé dans une politique d’égalité des chances, du recrutement à l’évolution de carrière de ses collaborateurs.Les offres d’emploi proposées sont ouvertes à tous, incluant naturellement les personnes en situation de handicap.Pour atteindre nos objectifs, nous recherchons les talents qui contribueront à réussir cette belle aventure !Type d'emploi : Temps plein, CDISalaire : 28 500,00€ à 29 400,00€ par anAvantages :Épargne salarialeParticipation au TransportRTTHoraires :Travail en journée",75.0
https://fr.indeed.com/viewjob?jk=343d04553b61b651,Consultant Data / BI F/H,CDI,SPIREO,37,Centre-Val-de-Loire,,"Consultant Data / BI F/H
Ref. Apec : 167548362W
SPIREO
1
CDI
Tours - 37
Publiée le 27/01/2022
Actualisée le 10/02/2022
Salaire
A négocier
Prise de poste
Dès que possible
Expérience
Minimum 2 ans
Métier
Développeur BI
Statut du poste
Cadre du secteur privé
Zone de déplacement
Pas de déplacement
Secteur d’activité du poste
CONSEIL POUR LES AFFAIRES ET AUTRES CONSEILS DE GESTION
Télétravail
Total possible

Descriptif du poste
Nous recherchons un(e) consultant(e) Business Intelligence basé à Tour (Poste ouvert à Niort également)
En fonction de votre profil nous adapterons notre proposition en termes de salaire et de poste.
Les responsabilités vont du développement encadré au respect d’un engagement de service en passant par la gestion de la relation avec le client.
Seule contrainte: aimer travailler à l’objectif, en autonomie, être curieux(se) et avoir une sensibilité pour le traitement de la Data naturellement.
Profil recherché
ous avez fait des études dans le domaine informatique (gestion ou industriel), justifiez d'une bonne connaissance sur les bases de données et d'au moins 2 ans d'expérience? Alors contactez-nous.
Bonne maitrise des environnements SQL
Idéalement SQL SERVER (SQL / MDX)
Outil de restitution : Tableau Software / Qlikview
Expérience ETL (TALEND, INFORMATICA, SSIS) appréciée mais non nécessaire
Entreprise
SPIREO est spécialisé dans la conception, la mise en œuvre et la maintenance de système de pilotage et analyse de données pour les ETI/PME.
Processus de recrutement
Appel visio en premiere prise de contact
Rencontre à Tour et proposition dans la foulée si accord
Personne en charge du recrutement
Philippe OLIVIER - Gérant",76.0
https://fr.indeed.com/viewjob?jk=3ddd3341821a5206,Développeur décisionnel et Big Data F/H,CDI,CNAV,37,Centre-Val-de-Loire,,"Développeur décisionnel et Big Data F/H
Ref. Apec : 167566117W
CNAV
1
CDI
Tours - 37
Publiée le 31/01/2022
Actualisée le 31/01/2022
 SUR LE SITE DE L'ENTREPRISE
Salaire
A négocier
Prise de poste
Dès que possible
Expérience
Minimum 2 ans
Métier
Développeur BI
Statut du poste
Cadre du secteur privé
Zone de déplacement
Pas de déplacement
Secteur d’activité du poste
ACTIVITÉS GÉNÉRALES DE SÉCURITÉ SOCIALE
Télétravail
Ponctuel autorisé

Descriptif du poste
Au sein de la DSI, la Direction de la Gestion de la Donnée (DGD) prend en charge deux missions principales autour de la donnée : la qualité et la valorisation de la donnée. La qualité de la donnée est portée par le pôle « Data Qualité » avec lequel vous collaborerez. La préparation et la valorisation de la donnée est portée par le pôle « Data Factory ». Vous intégrerez le pôle Data Factory qui assure la réalisation d’une plateforme Data concentrant les données de la CNAV dans des buts décisionnels, data science et de services à valeurs ajoutées.
Dans le cadre de son développement autour de la « DATA », la DGD recherche un un data-engineer pour le traitement de données de masse.
Les missions confiées seront :
Prendre en compte les sources de données gérées par la Cnav concernant plus de 100 millions d’individus ;
Concevoir et réaliser les traitements de données en les nettoyant et les croisant avec d’autres sources de données;
Prendre en compte les règles de sécurité (RGPD) et produire des traitements d’anonymisation ;
Participer à l’amélioration des performances et les fonctionnalités de notre offre de service Big Data et notamment développer des extractions d'informations et d'alimentations de tableaux de bords.
Profil recherché
Cet emploi nécessite de :
Connaitre les subtilités du SQL ;
Avoir une bonne connaissance de langages objets de type Java ou Python pour des traitements de masse ;
Justifier d’une expérience en développement logiciel en équipe ;
Être curieux sur les évolutions dans un monde technologique évoluant sans cesse.
Ce serait un plus si les connaissances suivantes étaient connues :
L’outil de développement Talend pour certains traitements ;
Le Framework Spark ;
L’écosystème Hadoop ;
Connaissances BI : notamment sur SAP BI et Microsoft Power BI.
Entreprise
Rejoindre la CNAV, c'est intégrer le 1er acteur du système de retraite en France. Dans un secteur en pleine évolution, nous imaginons la retraite de demain : digitalisation de la relation avec les assurés, simplification des démarches, refonte SI, création d'un portail unique d'information pour les 35 régimes de retraite en France … C'est à tout cela que nous œuvrons !",77.0
https://fr.indeed.com/viewjob?jk=303e6dcbdc43d02d,TECHNICIEN/TECHNICIENNE ADMINISTRATEUR BASE DE DONNEES H/F,CDI,CAILLAU,41,Centre-Val-de-Loire,,"SOCIETE CAILLAU :

Fabricant de tout premier plan dans le domaine du collier de serrage à destination des industries aéronautique et automobile, CAILLAU (480 personnes, CA 2021 – 78 M€, www.caillau.com) détient un savoir-faire quasi unique dans la transformation de l'inox. Près de 250 millions de colliers quittent nos sites chaque année dont 75 % à l'international. Nous représentons 8 % du marché mondial dans la fabrication des colliers en première monte. Notre activité de recherche & développement est double : produits mais également moyens. L’innovation et la diversification sont pour nous une source de croissance dans les années à venir.

Pour renforcer nos équipes, nous recherchons pour notre site de Romorantin, sous contrat à durée indéterminée un ou une :
TECHNICIEN/TECHNICIENNE ADMINISTRATEUR BASE DE DONNEES H/F


Rattaché(e) au Directeur Des Systèmes d'Information, votre mission sera de développer, de mettre en place et de maintenir les échanges de flux EDI entre nos applications métier et nos clients ou nos partenaires.

Vos principales missions seront :

D'étudier les besoins métier et fonctionnels en communiquant avec les clients sur les problématiques techniques
D’analyser les flux de données
De réaliser les configurations techniques, les interfaces (mapping et intégration des données)
De vérifier la conformité aux spécifications techniques et fonctionnelles des donneurs d’ordres, de vérifier la structure des messages
De paramétrer les flux EDI dans l’ERP ou dans l'EAI
De piloter les tests techniques et de résoudre les incidents techniques

De formation BAC+2 ou +3 en informatique, vous justifiez d'une première expérience d'au moins 3 ans sur un poste similaire orientée gestion des échanges de données informatiques (paramétrage, configuration, installation, formation) et/ou gestion de bases de données.

Une expérience informatique dans le domaine logistique et/ou l'exploitation des normes VDA, GALIA.. serait appréciée.

Vous maîtrisez les compétences techniques suivantes: SQL (Oracle, MySQL,), XML et HTML, protocole d'interface Web service, langage EDI

Excellent relationnel et très bon communicant, vous êtes à l'aise tant à l'écrit qu'à l'oral.

Rigoureux/rigoureuse, empathique, opiniâtre, vous êtes force de proposition et en toute circonstance à l'écoute de votre client qu'il soit interne ou externe.

Vous avez la capacité à intervenir dans un contexte Métier exigeant et parfois tendu.",78.0
https://fr.indeed.com/viewjob?jk=845928d7e9f716e8,Chef de projet DATA / Freelance,CDI,Calytis,28,Centre-Val-de-Loire,,"Un chef de projet technico-fonctionnel Data Son rôle sera : Analyser les besoins métier et proposer des solutions industrialisables Rédiger les spécifications fonctionnelles et techniques et la documentation projet Mener des projets de BI en co-construction avec les clients métier pour produire les indicateurs adaptés et tableaux de bord Power BI Concevoir & mettre en œuvre des solution de traitement et de stockage de données à partir des modules adaptés sur la plateforme MS Azure et / ou Snowflake S'assurer de la manière dont les données seront intégrées entre les différents systèmes et espaces de stockage Administrer les solutions utilisées (power BI, Snowflake) en collaboration avec les services DSI (infra) Nombres d'années d'expériences souhaitées : CP Data 5 ans d'expériences de gestion de projets data + global expérience 8 ans minimum Compétences souhaitées sur MS Azure, Snowflake, Talend, MS Power BI Lieu de la mission : Proche Chartres",79.0
https://fr.indeed.com/viewjob?jk=7c8a657f6fc4761e,Data Analyst confirmé H/F,CDI,ACENSI,45,Centre-Val-de-Loire,37500.0,"ACENSI intervient depuis 2003 auprès de ses clients dans l’évolution de leur SI, en France et à l'étranger.Nous sommes présents en Région Centre depuis 2015 à travers nos trois sites situés à Orléans, à Tours, et à Niort.Aujourd'hui nous sommes plus de 80 collaborateurs à intervenir chez les clients grands comptes de la région.Nos équipes interviennent particulièrement sur les projets liés :Au métier: Support, Test/Recette, Pilote de Recette, AMOA, Business Analyst, Product Owner, Chef de Projet, Expert fonctionnel,A la technique: Ingénieur d’études, Analyste, Lead Dev, Test Manager, Support MCO.Historiquement, nous sommes présents auprès de l’ensemble des acteurs de l’Assurance et de la Protection Sociale (Assureurs et Bancassureurs, Mutuelles, Groupes de Protection Sociale, Courtiers, Editeurs).C'est dans ce cadre que nous recherchons pour l'un de nos clients en Banque/Finance à Orléans, un profil Data Analyst confirmé.Contexte :Renfort d'équipe sein du Service Modélisation des Données, dans le cadre de l'activité projet et MCO autour des outils de restitution et d’analyse de données.Missions :· Création et évolution de rapport COGNOS· Conception pack (Evolution ou création)· Planification de rapportsLe prestataire pourra également être amené à travailler avec les outils Power BI Desktop et Python (distribution Anaconda).Connaissances organisationnelles :· Suivi de projet en tant que contributeur MOEConnaissances techniques :· COGNOS C11 : conception de rapport = > Minimum 2 ans d'expérience· COGNOS C11 : framework = > Minimum 2 ans d'expérience· Modélisation de données (en base de données) = > Minimum 2 ans d'expérience· Optimisation SQL = > Minimum 2 ans d'expérience· Option : Power BI Desktop· Option : Python (distribution Anaconda)· Option : connaissance d’un ETLSavoir-être :· Bonne capacité d’analyse : capacité à comprendre un besoin, à faire exprimer un besoin et à identifier les impacts afin de déterminer la meilleure solution à mettre en place· Bonne capacité rédactionnelle· Autonomie, pertinence dans le reporting, force de propositionConnaissances métier :Idéalement connaissance du monde FinancierTélétravail possible après quelques mois et fonction du degré d’autonomie (2jours/semaine).Type d'emploi : Temps plein, CDIStatut : CadreSalaire : 35 000,00€ à 40 000,00€ par anAvantages :Épargne salarialeParticipation au TransportRTTTitre-restaurantHoraires :Du Lundi au VendrediTravail en journéeRémunération supplémentaire :Prime annuelleDate de début prévue : 01/02/2022",80.0
https://fr.indeed.com/viewjob?jk=535344f3cdbf02e9,(F/H) Ingénieur d’études analyses de données et calcul à l’inventaire forestier national,CDD,Institut National de l'Information Géographique,45,Centre-Val-de-Loire,,"L’Institut national de l’information géographique et forestière (IGN) est un établissement public placé
sous la tutelle des ministères chargés de l’écologie et de la forêt. Sa vocation est de produire,
représenter et diffuser des données de référence relatives à la connaissance du territoire national
ainsi qu’aux forêts françaises et leur évolution. Les principales données de l’Institut sont disponibles
en ligne sur le site Géoportail et depuis 2021 en accès libre et gratuit. Les productions de l’IGN sont
tournées vers l’appui aux politiques publiques : environnement, aménagement du territoire, ville
durable, prévention des risques, agriculture, armées.... Dans un nombre croissant de domaines, l’IGN
développe des productions collaboratives avec des collectivités locales et des communautés d’acteurs
publics, privés ou citoyens.
Grâce à son école d’ingénieur, ENSG-Géomatique, et à ses équipes de recherche pluridisciplinaires,
l’institut dispose d’un potentiel d’innovation de haut niveau dans de multiples domaines (géodésie,
forêt, photogrammétrie, intelligence artificielle, analyse spatiale, visualisation 3D, etc.). L’IGN s’appuie
sur près de 1500 agents, actifs dans l’ensemble des régions.
Contexte du poste
La Direction des Opérations et des Territoires (DOT) est chargée d’élaborer et d’entretenir, de façon
mutualisée avec les acteurs publics, des données souveraines de qualité maîtrisée, d’en faire des
dérivations et des représentations appropriées, de stocker, d’archiver et de mettre à disposition les
produits diffusés et les données, photographies et cartes patrimoniales, de mettre en œuvre des
prestations à façon, d’adapter en continu les processus de production et les compétences métiers en
particulier pour intégrer, qualifier et gérer des données partagées, et de contribuer à promouvoir et à
accompagner l’utilisation des données souveraines et le développement de services.
Le Service de l’Information Statistique Forestière et Environnementale et les divisions inventaire
forestier des cinq directions territoriales de l’IGN sont chargés de réaliser l’inventaire forestier national
: définition des méthodes, collecte d’informations par photo-interprétation (analyse de 90 000 points
par an) et sur le terrain (14 000 placettes par an sont inventoriées par 25 équipes réparties sur le
territoire métropolitain), traitement et analyse des données et diffusion (http://inventaire-

forestier.ign.fr).
L’équipe produit « Inventaire forestier » organise, pilote et contrôle la collecte des données (photo-

interprétation et terrain) de l’enquête statistique annuelle d’inventaire forestier. Elle élabore les
documents de référence concernant les instructions à appliquer par les opérateurs chargés de
l’enquête. Elle mène le contrôle qualité en pilotant le contrôle national.
Elle assure la maîtrise d’ouvrage déléguée des chaines informatiques de collecte et dans une moindre
mesure de traitement des données d’inventaire.
Elle assure le passage des données de la base de collecte à la base de production. Avec les experts
base de données et statistiques, elle maintient à jour le système de métadonnées et la documentation
technique concernant les données.
L’équipe produit participe aux groupes de travail techniques sur l’inventaire pour faire évoluer la
méthode d’inventaire, élabore, teste et met en œuvre les évolutions retenues, assurer une veille
technologique sur les matériels utilisés pour la collecte.
Missions
Au sein l’équipe produit, l’ingénieur(e) d’études sera en charge de l’analyse des données et des
calculs sur les données collectées, dont :
 Analyser les données du contrôle qualité de l’inventaire forestier national et faire des
préconisations pour l’évolution des protocoles en conséquence ;
 Analyser diverses données collectées ;
 Participer à la documentation des données et des calculs ;
 Proposer de nouveaux calculs ou de nouveaux modèles en lien avec l’expertise et la
recherche à partir des données collectées actuelles ou à venir (qualité des bois,
renouvellement des peuplements, croissance et changement climatique, etc.).
Liens avec les agents en charge de l’inventaire dans les cinq directions territoriales de l’IGN. Il
travaille en relation étroite avec les experts internes ou externes du domaine.
Profil recherché
Expérience attendue dans l’analyse statistique et la modélisation de données forestières.
Compétences attendues :
Compétences techniques
 Connaître la réglementation technique
 Savoir maîtriser le logiciel R et interroger des bases de données (PostgreSQL).
 Savoir administrer des données (SQL) ;
 Savoir rédiger pour des publics variés ;
 Savoir rendre compte.
Compétences organisationnelles
 Etre autonome, rigoureux et organisé.
Compétences relationnelles
 Savoir s'exprimer clairement verbalement et par écrit ;
 Savoir collaborer et travailler en équipe.
Conditions
Type de contrat : fonctionnaire titulaire catégorie A ou CDD – 3 ans.
Prise de poste : Dès que possible, en fonction de la date de disponibilité du candidat retenu.
Lieu de travail : IGN Site Nogent sur Vernisson (45)
Contact
Merci d’adresser votre candidature, CV et Lettre de motivation, à :
recrutement-mobilite@ign.fr
sous la référence CMO/SISFE/ING-AN-DONNEES
Renseignements
Renseignements techniques et administratifs : recrutement-mobilite@ign.fr",81.0
https://fr.indeed.com/viewjob?jk=8477f342c2dae5ae,Development of artificial intelligence solutions for nonlinear ultrasonics data applied to the aging and integrity of biomaterials,Stage,INSA Centre Val de Loire (Blois) - Inserm iBrain U1253,0,Centre-Val-de-Loire,,"Development of artificial intelligence solutions for nonlinear ultrasonics data applied to the aging and integrity of biomaterials
Réf ABG-102006 Stage master 2 / Ingénieur Durée 6 mois Salaire net mensuel 530€

30/12/2021

INSA Centre Val de Loire (Blois) - Inserm iBrain U1253
Lieu de travail
Blois Centre Val de Loire France
Champs scientifiques
Mathématiques
Science de la donnée (stockage, sécurité, mesure, analyse)
Mots clés
signal processing, data processing, ultrasonic imaging, biomaterials
Date limite de candidature
31/03/2022
Établissement recruteur
The Centre-Val de Loire INSA is a public engineering school of the INSA Group. Located on the Blois and Bourges campuses in the Centre Val de Loire region, the Centre-Val de Loire INSA trains multidisciplinary and entrepreneurial landscape architects and engineers over five years, equipping them with an inclusive, open mind and a high level of scientific and humanistic knowledge.
Description
Context of the work :
Echodentography based images have been obtained experimentally with an acousto-optic non-contact set-up based on the chirp-coded nonlinear time reversal acoustic concept. The complexity of the tooth internal structure (enamel–dentine interface, cracks between internal tubules) is analysed by adapting the nonlinear elastic wave spectroscopy (NEWS) with the objective of the tomography of damage for odontology applications. The same acousto-mechanical experiment using the mixing of a mechanical loading (conducted at 10 Hz frequency) and an ultrasonic 50 MHz Time Reversal based Nonlinear Elastic Wave Spectroscopy TR-NEWS probing system has been implemented in order to extract the nonclassical nonlinearity of the skin for cosmetic applications [1]. Deep learning algorithms require many data to produce relevant results. It is therefore necessary to develop tools allowing (i) the analysis of the experimental results obtained with the trained models as well as (ii) the annotation of the acousto-mechanical metadata and ultrasonic images.
Previous research in the team has shown that automatic classifiers using information-divergence based approaches [2,3] are more efficient for remote health monitoring and diagnosing suspects. Thanks to AI algorithms, it is possible to record and process different ultrasonic data, opening the way to easier remote health monitoring of the skin and/or the tooth. The student will use a database of several features recorded in an experimental study carried out in our lab. A full description of the database will be made available and description could be improved using raw data. The goal of this internship is to test different machine learning algorithms and analyse the data to build a model able to classify accurately each aging processes.
Objectives:
The creation and preparation of databases of signals or images from the two experimental set-up associated to tooth and skin.
Develop processing methods based on Machine Learning and Deep Learning
Integrate these methods into different control applications
Ensure the deployment of the final solution on dedicated TR-NEWS-type systems
Literature and state of the art with the subject and the development environment.
Automation of the process of extraction, projection and classification of nonlinear signatures.

References :
[1] S. Dos Santos, M. Maslouhi, and K. A. Okoudjou, Recent Advances in Mathematics and Technology (Applied and Numerical Harmonic Analysis), Springer Nature, 2019. https://www.springer.com/gp/book/9783030352011
[2] C. Kozena, V. Kus and S. Dos Santos, ""Hysteresis and memory effects in skin aging using PM space density identification,"" 2016 15th IEEE Biennial Baltic Electronics Conference (BEC), 2016, pp. 179-182, doi: 10.1109/BEC.2016.7743758 .
[3] Dos Santos, S., Farova, Z., Kus, V., & Prevorovsky, Z. (2012, May). Echodentography based on nonlinear time reversal tomography: Ultrasonic nonlinear signature identification. In AIP Conf. Proc., 1433, No. 1, pp. 203-206.

Profil :
The student should have a strong motivation on research domain such as bioengineering, computational simulation and modelling. The intern will have to present good knowledge in programming, and in particular on Javascript, Python (back-end) and COMSOL. Notions in medical image processing and machine learning can allow greater interaction with stakeholders. Finally, skills in learning/classification (Tensorflow, etc.), image processing, and computer vision will be welcome. The student will be welcomed by the U1253 Inserm Ibrain scientific landscape, which specializes in topics directly related to multidimensional signal processing. All the tools and data necessary for the completion of the internship will be provided. The internship will include a part of methodological and IT developments, which will be carried out mainly in Python and / or Matlab. In addition to programming skills, knowledge of the basics of image processing is highly desirable. Intern should have good written and verbal communication skills and enjoy working in a multi thematic team. Good English language skills are required.

Administration :
Supervisor : Serge Dos Santos, Ass. Professor, Hab. Dir. Rech.,INSA Centre Val de Loire, Blois Campus
Laboratory :Ibrain « Imaging and Brain » U1253 Inserm-University of Tours
Team : IBT, “Imagerie, Biomarqueurs et Thérapie”, Thème « Analyse d’Image et Vérité Terrain »
Duration : 6 months. The monthly gratuity will be paid by INSA Centre Val de Loire (French law)
(https://www.service-public.fr/particuliers/vosdroits/F32131?lang=en )
Profil
The student should have a strong motivation on research domain such as bioengineering, computational simulation and modelling. The intern will have to present good knowledge in programming, and in particular on Javascript, Python (back-end) and COMSOL. Notions in medical image processing and machine learning can allow greater interaction with stakeholders. Finally, skills in learning/classification (Tensorflow, etc.), image processing, and computer vision will be welcome. The student will be welcomed by the U1253 Inserm Ibrain scientific landscape, which specializes in topics directly related to multidimensional signal processing. All the tools and data necessary for the completion of the internship will be provided. The internship will include a part of methodological and IT developments, which will be carried out mainly in Python and / or Matlab. In addition to programming skills, knowledge of the basics of image processing is highly desirable. Intern should have good written and verbal communication skills and enjoy working in a multi thematic team. Good English language skills are required.
Prise de fonction
01/02/2022",82.0
https://fr.indeed.com/viewjob?jk=66624b69c4f8f48e,Réf.ROXFR00168- Gestionnaire Données Techniques F/H,CDI,Roxel Group,18,Centre-Val-de-Loire,32000.0,"Descriptif du poste
Au sein du Département Industrialisation Produit, le titulaire du poste Gestionnaire de Données Techniques est chargé d’assurer la fiabilité et le suivi des données techniques intégrées dans l’ERP de Roxel France. Ainsi, il aura en charge la structure et le renseignement des données. De plus, il aura en charge l’analyse des datas disponibles et participera de manière active à la maîtrise des coûts et des cycles de réalisations.

Dans ce cadre, vous principales missions sont:


Analyser les manques / problèmes issus de l’ERP et piloter la mise à jour des datas
Assurer l’interface entre les Responsables Industriels et les Méthodes en assurant la mise à jour des gammes de développement et de série
Mettre en place un suivi des OMP et piloter leurs validations
Piloter les revues de cohérence entre le PLM et l’ERP, en animant des séances avec l’ensemble des métiers nécessaires
Analyser les coûts et cycles réels de réalisation et en établir une synthèse pour les Responsables Industriels
Participer à la définition des axes d’amélioration sur les coûts et cycles de réalisation
Proposer la mise à jour des coûts standards
Déployer et suivre l’ensemble des outils et des méthodologies liées à l’Industrialisation, pour atteindre les objectifs projets
Participer activement au déploiement de l’Obeya Indus sur site
Profil recherché
Titulaire d’un BTS ou DUT en gestion ou systèmes d’information, vous justifiez d’une expérience d’au moins 5 ans sur un poste similaire au sein d’une industrie aéronautique ou défense.


Vous avez de l’expérience en gestion de projet, gestion de configuration et maitrisez les systèmes d’informations (ERP).

Vous connaissez les outils Lean (DMAIC, 5M) ainsi que les standards liés à l’industrie aéronautique.

Proactif, vous bénéficiez d’un bon esprit de synthèse. Vous avez des facilités à communiquer et appréciez le travail en équipe pluridisciplinaire.",83.0
